JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460835.807261,8.048,0.078,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.182,Z,,9.952,None,RR Lyr,AAVSO,STD,,,,
2460835.808641,8.023,0.098,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.177,Z,,9.861,None,RR Lyr,AAVSO,STD,,,,
2460835.809894,8.003,0.105,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.173,Z,,9.888,None,RR Lyr,AAVSO,STD,,,,
2460835.811024,7.995,0.102,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.169,Z,,9.935,None,RR Lyr,AAVSO,STD,,,,
2460835.812152,7.988,0.103,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.166,Z,,9.952,None,RR Lyr,AAVSO,STD,,,,
2460835.813405,7.987,0.091,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.162,Z,,9.892,None,RR Lyr,AAVSO,STD,,,,
2460835.814785,8.023,0.073,,V,SDR,,ENSEMBLE,27085483,,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.157,Z,,9.916,None,RR Lyr,AAVSO,STD,,,,
2460835.817528,8.015,0.077,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.149,Z,,9.988,None,RR Lyr,AAVSO,STD,,,,
2460835.818907,8.062,0.084,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.145,Z,,9.939,None,RR Lyr,AAVSO,STD,,,,
2460835.82016,8.032,0.056,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.141,Z,,9.997,None,RR Lyr,AAVSO,STD,,,,
2460835.821415,8.055,0.097,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.138,Z,,9.964,None,RR Lyr,AAVSO,STD,,,,
2460835.822543,8.037,0.089,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.135,Z,,9.947,None,RR Lyr,AAVSO,STD,,,,
2460835.823923,8.049,0.077,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.131,Z,,9.967,None,RR Lyr,AAVSO,STD,,,,
2460835.825176,8.011,0.107,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.127,Z,,9.896,None,RR Lyr,AAVSO,STD,,,,
2460835.826307,8.027,0.091,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.124,Z,,9.923,None,RR Lyr,AAVSO,STD,,,,
2460835.82756,8.034,0.091,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.121,Z,,9.926,None,RR Lyr,AAVSO,STD,,,,
2460835.828689,7.993,0.073,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.118,Z,,9.91,None,RR Lyr,AAVSO,STD,,,,
2460835.829818,8.043,0.08,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.115,Z,,9.897,None,RR Lyr,AAVSO,STD,,,,
2460835.831449,7.991,0.089,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.111,Z,,9.872,None,RR Lyr,AAVSO,STD,,,,
2460835.832578,8.037,0.069,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.109,Z,,9.909,None,RR Lyr,AAVSO,STD,,,,
2460835.833707,8.015,0.088,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.106,Z,,9.922,None,RR Lyr,AAVSO,STD,,,,
2460835.834835,8.035,0.081,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.103,Z,,9.91,None,RR Lyr,AAVSO,STD,,,,
2460835.835964,8.058,0.069,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.101,Z,,9.956,None,RR Lyr,AAVSO,STD,,,,
2460835.837094,8.022,0.055,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.098,Z,,9.937,None,RR Lyr,AAVSO,STD,,,,
2460835.838348,8.025,0.044,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.095,Z,,9.887,None,RR Lyr,AAVSO,STD,,,,
2460835.839477,8.048,0.041,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.093,Z,,9.923,None,RR Lyr,AAVSO,STD,,,,
2460835.840856,8.045,0.103,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.09,Z,,9.931,None,RR Lyr,AAVSO,STD,,,,
2460835.84211,8.037,0.047,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.087,Z,,9.917,None,RR Lyr,AAVSO,STD,,,,
2460835.843239,8.001,0.045,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.085,Z,,9.891,None,RR Lyr,AAVSO,STD,,,,
2460835.844367,8.011,0.099,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.083,Z,,9.932,None,RR Lyr,AAVSO,STD,,,,
2460835.845623,7.992,0.074,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.08,Z,,9.921,None,RR Lyr,AAVSO,STD,,,,
2460835.84713,8.038,0.075,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.077,Z,,9.939,None,RR Lyr,AAVSO,STD,,,,
2460835.848384,8.027,0.087,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.075,Z,,9.932,None,RR Lyr,AAVSO,STD,,,,
2460835.849638,8.003,0.095,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.072,Z,,9.897,None,RR Lyr,AAVSO,STD,,,,
2460835.850894,8.007,0.13,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.07,Z,,9.889,None,RR Lyr,AAVSO,STD,,,,
2460835.852148,8.048,0.075,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.068,Z,,9.915,None,RR Lyr,AAVSO,STD,,,,
2460835.853278,8.022,0.065,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.066,Z,,9.943,None,RR Lyr,AAVSO,STD,,,,
2460835.854406,7.993,0.103,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.064,Z,,9.896,None,RR Lyr,AAVSO,STD,,,,
2460835.855535,8.015,0.091,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.062,Z,,9.893,None,RR Lyr,AAVSO,STD,,,,
2460835.856664,8.009,0.096,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.06,Z,,9.883,None,RR Lyr,AAVSO,STD,,,,
2460835.858169,8.037,0.083,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.058,Z,,9.902,None,RR Lyr,AAVSO,STD,,,,
2460835.859298,7.981,0.105,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.056,Z,,9.931,None,RR Lyr,AAVSO,STD,,,,
2460835.860427,8.01,0.09,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.054,Z,,9.899,None,RR Lyr,AAVSO,STD,,,,
2460835.861681,8.018,0.093,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.052,Z,,9.897,None,RR Lyr,AAVSO,STD,,,,
2460835.862936,7.975,0.139,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.051,Z,,9.875,None,RR Lyr,AAVSO,STD,,,,
2460835.864064,8.012,0.099,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.049,Z,,9.887,None,RR Lyr,AAVSO,STD,,,,
2460835.865318,8.045,0.079,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.047,Z,,9.934,None,RR Lyr,AAVSO,STD,,,,
2460835.866572,8.009,0.091,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.046,Z,,9.872,None,RR Lyr,AAVSO,STD,,,,
2460835.8677,8.009,0.11,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.044,Z,,9.939,None,RR Lyr,AAVSO,STD,,,,
2460835.868956,7.979,0.106,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.043,Z,,9.967,None,RR Lyr,AAVSO,STD,,,,
2460835.870087,8.022,0.084,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.041,Z,,9.943,None,RR Lyr,AAVSO,STD,,,,
2460835.871468,8.001,0.106,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.039,Z,,9.929,None,RR Lyr,AAVSO,STD,,,,
2460835.872847,8.012,0.093,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.038,Z,,9.955,None,RR Lyr,AAVSO,STD,,,,
2460835.873976,8.025,0.086,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.037,Z,,11.956,None,RR Lyr,AAVSO,STD,,,,
2460835.87523,8.002,0.105,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.035,Z,,9.963,None,RR Lyr,AAVSO,STD,,,,
2460835.876735,8.03,0.074,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.033,Z,,9.903,None,RR Lyr,AAVSO,STD,,,,
2460835.878365,7.982,0.082,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.032,Z,,9.956,None,RR Lyr,AAVSO,STD,,,,
2460835.879618,7.988,0.072,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.031,Z,,9.913,None,RR Lyr,AAVSO,STD,,,,
2460835.880748,8.011,0.057,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.029,Z,,9.971,None,RR Lyr,AAVSO,STD,,,,
2460835.881877,8.045,0.065,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.028,Z,,9.947,None,RR Lyr,AAVSO,STD,,,,
2460835.883005,8.02,0.066,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.027,Z,,9.954,None,RR Lyr,AAVSO,STD,,,,
2460835.884135,8.026,0.106,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.026,Z,,9.915,None,RR Lyr,AAVSO,STD,,,,
2460835.885264,8.007,0.086,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.025,Z,,9.941,None,RR Lyr,AAVSO,STD,,,,
2460835.886395,7.992,0.08,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.025,Z,,9.934,None,RR Lyr,AAVSO,STD,,,,
2460835.887652,8.019,0.097,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.024,Z,,9.951,None,RR Lyr,AAVSO,STD,,,,
2460835.888781,8.003,0.054,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.023,Z,,9.898,None,RR Lyr,AAVSO,STD,,,,
2460835.890037,7.977,0.078,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.022,Z,,9.953,None,RR Lyr,AAVSO,STD,,,,
2460835.891291,7.998,0.067,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.021,Z,,9.963,None,RR Lyr,AAVSO,STD,,,,
2460835.892421,7.97,0.074,,V,SDR,,ENSEMBLE,27085483,X40298APL,CK: V:9.496 RA:19:24:41.60 DC:+42:37:14.0,1,1.02,Z,,9.932,None,RR Lyr,AAVSO,STD,,,,
2460843.78584,7.805,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.129,Z,,12.222,2460843.78782,RR LYR,AAVSO,STD,,,,
2460843.78584,7.830,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.129,Z,,12.201,2460843.78782,RR LYR,AAVSO,STD,,,,
2460843.78588,7.823,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.129,Z,,12.253,2460843.78786,RR LYR,AAVSO,STD,,,,
2460843.78592,7.819,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.129,Z,,12.250,2460843.78790,RR LYR,AAVSO,STD,,,,
2460843.78596,7.808,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.129,Z,,12.252,2460843.78794,RR LYR,AAVSO,STD,,,,
2460843.78600,7.811,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.204,2460843.78798,RR LYR,AAVSO,STD,,,,
2460843.78604,7.791,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.200,2460843.78802,RR LYR,AAVSO,STD,,,,
2460843.78608,7.777,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.248,2460843.78806,RR LYR,AAVSO,STD,,,,
2460843.78612,7.813,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.229,2460843.78810,RR LYR,AAVSO,STD,,,,
2460843.78615,7.803,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.239,2460843.78813,RR LYR,AAVSO,STD,,,,
2460843.78621,7.794,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.195,2460843.78819,RR LYR,AAVSO,STD,,,,
2460843.78627,7.826,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.128,Z,,12.208,2460843.78825,RR LYR,AAVSO,STD,,,,
2460843.78633,7.819,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.221,2460843.78831,RR LYR,AAVSO,STD,,,,
2460843.78639,7.813,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.182,2460843.78837,RR LYR,AAVSO,STD,,,,
2460843.78646,7.804,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.197,2460843.78844,RR LYR,AAVSO,STD,,,,
2460843.78652,7.820,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.194,2460843.78850,RR LYR,AAVSO,STD,,,,
2460843.78658,7.811,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.266,2460843.78856,RR LYR,AAVSO,STD,,,,
2460843.78664,7.806,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.127,Z,,12.220,2460843.78862,RR LYR,AAVSO,STD,,,,
2460843.78671,7.786,0.0260,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.126,Z,,12.174,2460843.78869,RR LYR,AAVSO,STD,,,,
2460845.80512,7.533,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.072,Z,,12.153,2460845.80716,RR LYR,AAVSO,STD,,,,
2460845.80516,7.520,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.072,Z,,12.229,2460845.80720,RR LYR,AAVSO,STD,,,,
2460845.80520,7.519,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.072,Z,,12.239,2460845.80724,RR LYR,AAVSO,STD,,,,
2460845.80524,7.527,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.072,Z,,12.200,2460845.80728,RR LYR,AAVSO,STD,,,,
2460845.80528,7.526,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.072,Z,,12.229,2460845.80732,RR LYR,AAVSO,STD,,,,
2460845.80880,7.535,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.066,Z,,12.178,2460845.81084,RR LYR,AAVSO,STD,,,,
2460845.80888,7.516,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.066,Z,,12.246,2460845.81092,RR LYR,AAVSO,STD,,,,
2460845.80895,7.530,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.065,Z,,12.211,2460845.81099,RR LYR,AAVSO,STD,,,,
2460845.81247,7.551,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.059,Z,,12.145,2460845.81451,RR LYR,AAVSO,STD,,,,
2460845.81251,7.535,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.059,Z,,12.202,2460845.81455,RR LYR,AAVSO,STD,,,,
2460845.81255,7.531,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.059,Z,,12.175,2460845.81459,RR LYR,AAVSO,STD,,,,
2460845.81259,7.539,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.059,Z,,12.236,2460845.81463,RR LYR,AAVSO,STD,,,,
2460845.81263,7.539,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.059,Z,,12.265,2460845.81467,RR LYR,AAVSO,STD,,,,
2460845.81622,7.551,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.053,Z,,12.228,2460845.81826,RR LYR,AAVSO,STD,,,,
2460845.81626,7.548,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.053,Z,,12.237,2460845.81830,RR LYR,AAVSO,STD,,,,
2460845.81630,7.547,0.0288,,TG,MLOB,,ENSEMBLE,000-BJW-677,,"""ENSEMBLE OF GAIA DR3 STARS ( TRANSFORMED ONLINE GAIA ->AUTO) (ONLINE GAIA ->AUTO, APERTURE=3.0 HFD, ANNULUS=6 HFD)""",0,1.053,Z,,12.214,2460845.81834,RR LYR,AAVSO,STD,,,,
